product_name,product_reference,product_type,product_category,description,price,currency,price_min,price_max,discount_price,tax_rate,short_description,features,brand,tags,keywords,stock_status,stock_quantity,weight,dimensions,colors,materials,availability,image_url,product_url,gallery_urls,video_url,status,language,visibility,created_at
Matelas HARMONIE,DM4102,Matelas,,"Le matelas HARMONIE allie confort et soutien personnalisé grâce à sa mousse à mémoire de forme et ses ressorts ensachés de 20 cm renforcés. Son tissu tricoté assure douceur et durabilité, tandis que la mousse respirante réduit les points de pression. Avec un tissu 3D respirant et une ventilation optimale, il garantit un sommeil paisible et réparateur.    GARANTIE 7 ANS. Le Matelas HARMONIE est conçu pour les personnes recherchant un confort équilibré avec un soutien dorsal de haute qualité. Grâce à son soutien spécifique pour le dos et ses matériaux respirants, il convient particulièrement aux personnes souffrant de douleurs musculaires ou articulaires, ainsi qu'à celles sensibles à la chaleur pendant la nuit. Il est également idéal pour les couples ou ceux qui partagent leur lit, grâce à ses ressorts ensachés indépendants qui minimisent les perturbations de sommeil. Ce matelas est parfait pour ceux qui recherchent une solution alliant confort, soutien et régulation thermique, tout en profitant d’une hygiène impeccable grâce à sa conception respirante.",,EUR,,,,,Le matelas HARMONIE combine mousse à mémoire de forme et ressorts ensachés 20cm pour un confort personnalisé et un soutien dorsal optimal. Sa technologie 3D respirante régule la température et réduit les points de pression. Garantie 7 ans.,0.72 560 L190 * l140 * H27 (cm)|0.86 775 L200 * l160 * H27 (cm),,,,,,,L190 * l140 * H27 (cm)|L200 * l160 * H27 (cm),,,,https://drmaxisliterie.re/assets/resources/products/64767ec9-f6ba-4800-ac11-c0855ebd709e.jpg,https://drmaxisliterie.re/produit/5/matelas-harmonie,https://drmaxisliterie.re/assets/resources/products/d7859abd-d581-4492-9d80-cafa9b72a4d5.jpg|https://drmaxisliterie.re/assets/resources/products/783ab31d-c60a-4a29-8487-e553de91652c.jpg|https://drmaxisliterie.re/assets/resources/products/64767ec9-f6ba-4800-ac11-c0855ebd709e.jpg,,active,fr,public,2025-06-06 11:26:13
